,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Age,Gender,Education,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiouness,Impulsiveness,Sensation Seing
1085,More than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,18-24,Female,Masters or Doctorate Degree,10.128623137324158,12.939830723320291,17.576341502119654,9.12907434562228,10.749142698795737,4.308016529682876,7.762342477019955
1086,Less than a year,Never,More than a year,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,18-24,Female,Masters or Doctorate Degree,11.830034029405088,11.454429386089501,10.540454761850786,9.12907434562228,10.749142698795737,10.071451478417035,7.762342477019955
1087,Less than a year,Less than a year,Never,More than a year,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,Never,Never,25-34,Female,Masters or Doctorate Degree,8.895758419420952,9.526959953328262,11.553030180356698,11.704268609497857,12.711871745430614,10.071451478417035,6.160226588104123
1088,Less than a year,More than a year,Less than a year,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,Never,Never,More than a year,Less than a year,Never,More than a year,25-34,Female,University Degree,7.156949315033934,14.441787087689718,11.060927465452414,13.215774342158436,9.203113995081342,4.308016529682876,14.218653520690163
1089,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,18-24,Female,Masters or Doctorate Degree,12.151539930753945,14.441787087689718,10.02710694125534,17.108441385999143,8.477496565022111,14.101358842555687,12.399149044675154
1090,Less than a year,More than a year,Never,Less than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,More than a year,More than a year,More than a year,More than a year,More than a year,Never,Never,45-54,Female,School Dropout,8.895758419420952,11.94808685585825,6.978855290387562,13.215774342158436,10.355938759251348,10.071451478417035,7.762342477019955
1091,More than a year,Less than a year,Less than a year,Never,Less than a year,More than a year,Less than a year,Less than a year,Never,Less than a year,Never,Never,Less than a year,Less than a year,Never,More than a year,Never,Never,Less than a year,18-24,Male,University Degree,5.261661341378897,7.537668795606503,8.713796688224836,6.50114306827235,6.369517024789571,10.071451478417035,14.218653520690163
1092,Less than a year,More than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,25-34,Female,University Degree,6.011287730269847,15.317493043528724,7.858778341651095,8.249806602085233,11.68830606518953,12.594702071708037,12.399149044675154
1093,Less than a year,Never,Never,More than a year,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,35-44,Male,Masters or Doctorate Degree,8.895758419420952,12.939830723320291,11.060927465452414,9.950091791846113,12.711871745430614,12.594702071708037,9.313161059044399
1094,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,25-34,Male,Masters or Doctorate Degree,13.644915846602032,6.664345297547595,7.858778341651095,9.950091791846113,10.355938759251348,8.56948605880682,0.0
1095,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,Less than a year,More than a year,Never,Never,Never,Less than a year,Never,Never,18-24,Male,School Dropout,8.56062888358916,7.876894130296005,15.967704848482885,15.249627636850672,6.71546836933806,8.56948605880682,7.762342477019955
1096,More than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,Never,Less than a year,25-34,Male,college - no degree,7.548858835105049,10.010140717730678,12.945361863092135,10.379175374383724,8.116448636977681,12.594702071708037,10.791183462868197
1097,Less than a year,Never,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,More than a year,Never,Never,More than a year,Never,Never,Never,18-24,Female,college - no degree,10.40896132401544,8.656080001710482,10.540454761850786,7.35307531549839,8.116448636977681,4.308016529682876,9.313161059044399
1098,Less than a year,More than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,Never,Never,More than a year,Less than a year,Never,Never,18-24,Female,Masters or Doctorate Degree,6.3401248684755345,13.928306347417324,11.553030180356698,11.265803784826057,11.68830606518953,8.56948605880682,12.399149044675154
1099,Less than a year,Less than a year,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,18-24,Male,college - no degree,8.56062888358916,11.454429386089501,10.02710694125534,10.830831668764215,4.857087600595781,10.071451478417035,14.218653520690163
1100,Less than a year,Never,Never,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,Less than a year,Never,More than a year,More than a year,Less than a year,Never,More than a year,More than a year,Never,Never,18-24,Female,University Degree,11.211242021343695,9.526959953328262,8.713796688224836,9.12907434562228,13.770162454248403,6.758404574067456,7.762342477019955
1101,Less than a year,Never,More than a year,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,Less than a year,Never,Never,Never,More than a year,Never,Never,Less than a year,Never,Never,18-24,Female,Masters or Doctorate Degree,7.933318393835825,9.526959953328262,10.02710694125534,8.691793000727408,8.828614809084506,8.56948605880682,16.51503296076956
1102,Less than a year,Never,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,18-24,Female,School Dropout,7.156949315033934,10.983435809562208,16.707980192825243,7.35307531549839,4.857087600595781,10.071451478417035,14.218653520690163
1103,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,Less than a year,Never,More than a year,More than a year,Less than a year,Never,Less than a year,Less than a year,Never,Never,25-34,Male,college - no degree,6.737792525996952,6.664345297547595,12.945361863092135,6.50114306827235,4.0968606034014945,4.308016529682876,10.791183462868197
1104,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,25-34,Female,Masters or Doctorate Degree,9.840894351534292,9.082662121670285,9.139897077826394,16.4493008809708,14.707593899017423,4.308016529682876,10.791183462868197
1105,Less than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,More than a year,Never,Less than a year,More than a year,More than a year,Never,More than a year,More than a year,More than a year,Less than a year,Never,More than a year,25-34,Female,college - no degree,16.172441376076126,9.082662121670285,12.046816958516988,6.50114306827235,7.071609186112298,10.071451478417035,14.218653520690163
1106,Less than a year,Less than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,Less than a year,Never,Less than a year,More than a year,More than a year,Never,More than a year,Less than a year,Never,Never,18-24,Male,University Degree,13.644915846602032,13.402821685252892,14.043500649335929,9.55296216328557,8.477496565022111,16.189816469208427,20.0
1107,Less than a year,Less than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,Less than a year,Never,Less than a year,Never,Less than a year,More than a year,More than a year,Never,Never,Less than a year,Never,Never,18-24,Male,college - no degree,7.548858835105049,15.317493043528724,15.251330248043086,13.712374002701797,9.203113995081342,10.071451478417035,12.399149044675154
1108,Less than a year,More than a year,More than a year,Less than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,More than a year,More than a year,Never,More than a year,More than a year,More than a year,More than a year,Never,More than a year,45-54,Male,college - no degree,17.591940982059246,5.394037135797039,4.678910670160018,10.379175374383724,5.26316549088432,12.594702071708037,7.762342477019955
1109,Less than a year,Never,Never,Less than a year,Less than a year,More than a year,Less than a year,Never,Never,Less than a year,Never,Never,More than a year,Less than a year,Never,Less than a year,Never,Never,Never,18-24,Female,college - no degree,10.947258132256106,9.526959953328262,9.573802452902905,16.4493008809708,14.21985590412082,4.308016529682876,4.4879643818699515
1110,Less than a year,Less than a year,Never,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Never,More than a year,More than a year,More than a year,More than a year,Never,Never,45-54,Male,Masters or Doctorate Degree,11.519332056055765,8.656080001710482,12.491992603076007,10.830831668764215,6.369517024789571,14.101358842555687,10.791183462868197
1111,Less than a year,Never,Less than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,Never,Less than a year,Never,More than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Never,More than a year,18-24,Male,School Dropout,7.548858835105049,6.237641000265736,8.279956084812017,6.896021198720687,11.68830606518953,6.758404574067456,7.762342477019955
1112,Less than a year,Never,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Less than a year,More than a year,More than a year,More than a year,Less than a year,Never,Never,18-24,Male,college - no degree,0.0,11.454429386089501,10.540454761850786,13.712374002701797,15.903139396598505,8.56948605880682,14.218653520690163
1113,More than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,Never,More than a year,Never,Never,More than a year,Never,More than a year,More than a year,Never,Never,45-54,Male,School Dropout,11.830034029405088,8.242326500566598,12.046816958516988,2.673105566396103,9.203113995081342,12.594702071708037,9.313161059044399
1114,Less than a year,Never,Never,More than a year,Less than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,Never,Less than a year,Less than a year,Never,Less than a year,Less than a year,Never,Never,18-24,Male,college - no degree,12.986351136564322,10.010140717730678,14.61980652704055,9.55296216328557,6.002089852093894,14.101358842555687,12.399149044675154
1115,Less than a year,Less than a year,Never,Less than a year,Less than a year,Less than a year,Less than a year,Never,Never,Less than a year,Never,Never,Less than a year,More than a year,More than a year,More than a year,Less than a year,Never,Never,18-24,Male,college - no degree,15.042956002190468,6.237641000265736,10.02710694125534,7.35307531549839,8.116448636977681,6.758404574067456,9.313161059044399
1116,Less than a year,Less than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Never,Less than a year,Less than a year,Less than a year,Less than a year,Never,Less than a year,25-34,Female,University Degree,5.261661341378897,17.859331140250404,20.0,13.215774342158436,9.203113995081342,11.306852854668904,20.0
1117,Less than a year,Less than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,Never,More than a year,More than a year,Never,More than a year,More than a year,Never,Never,18-24,Male,college - no degree,13.313615175363482,8.656080001710482,10.540454761850786,4.885058134835872,7.071609186112298,12.594702071708037,14.218653520690163
1118,Less than a year,More than a year,More than a year,Never,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,More than a year,More than a year,Never,Never,Never,More than a year,Never,Never,25-34,Male,University Degree,7.156949315033934,13.928306347417324,12.046816958516988,11.265803784826057,12.188860280109457,10.071451478417035,9.313161059044399
1119,More than a year,Less than a year,Never,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,Never,More than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,More than a year,Never,Never,25-34,Male,college - no degree,9.249735467010176,2.519571279776904,6.471984636161372,7.803461534020714,9.203113995081342,10.071451478417035,14.218653520690163
1120,More than a year,More than a year,Never,More than a year,Less than a year,More than a year,Less than a year,More than a year,More than a year,More than a year,Never,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,Never,Never,18-24,Male,School Dropout,10.128623137324158,4.13020437211547,15.967704848482885,9.950091791846113,8.828614809084506,6.758404574067456,7.762342477019955
1121,Less than a year,Less than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Less than a year,Less than a year,Never,Never,More than a year,Less than a year,Never,Never,25-34,Male,Professional certificate,12.46550682739983,7.10503889820491,6.978855290387562,9.950091791846113,6.369517024789571,11.306852854668904,7.762342477019955
1122,Less than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,Never,Less than a year,Less than a year,More than a year,Never,More than a year,Less than a year,Never,More than a year,25-34,Male,School Dropout,7.156949315033934,10.010140717730678,2.834084144868304,11.265803784826057,9.980804535325428,14.101358842555687,10.791183462868197
1123,Less than a year,Less than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,Less than a year,More than a year,Never,Less than a year,Never,More than a year,More than a year,Less than a year,Never,More than a year,25-34,Male,Professional certificate,14.357737645604448,5.795908892370942,9.139897077826394,9.55296216328557,3.3491900379868147,8.56948605880682,9.313161059044399
1124,More than a year,More than a year,Never,Less than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,Never,Never,Never,Never,More than a year,Never,More than a year,More than a year,Never,Never,55-64,Male,School Dropout,11.830034029405088,8.656080001710482,8.713796688224836,5.321213730674642,11.68830606518953,8.56948605880682,10.791183462868197
1125,Less than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,Never,Less than a year,Less than a year,More than a year,More than a year,Less than a year,Never,Never,18-24,Male,college - no degree,14.357737645604448,7.10503889820491,12.945361863092135,10.830831668764215,7.744027756930573,11.306852854668904,16.51503296076956
1126,Less than a year,Less than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,Never,Never,More than a year,More than a year,Less than a year,More than a year,Less than a year,Never,More than a year,18-24,Male,college - no degree,13.313615175363482,3.769811816379703,8.279956084812017,13.215774342158436,6.369517024789571,12.594702071708037,12.399149044675154
1127,Less than a year,Never,Never,Never,More than a year,Less than a year,Less than a year,Never,Never,Never,Never,More than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Never,Never,18-24,Male,college - no degree,5.679719928943397,6.237641000265736,13.462855070163904,14.650440485399901,4.857087600595781,8.56948605880682,12.399149044675154
1128,Less than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Less than a year,Never,More than a year,18-24,Male,college - no degree,11.519332056055765,10.512136789729775,10.02710694125534,9.950091791846113,4.452857093373669,14.101358842555687,14.218653520690163
1129,Less than a year,Never,Never,Less than a year,Less than a year,More than a year,Never,Less than a year,Never,More than a year,Less than a year,Never,Never,More than a year,Less than a year,More than a year,Less than a year,Never,Never,25-34,Female,Professional certificate,17.0663476935543,12.4595211259862,12.945361863092135,4.000392568901616,4.857087600595781,16.189816469208427,20.0
1130,Less than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,More than a year,More than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,Never,Less than a year,25-34,Male,Masters or Doctorate Degree,12.151539930753945,7.876894130296005,11.060927465452414,6.50114306827235,9.203113995081342,8.56948605880682,9.313161059044399
1131,More than a year,More than a year,Never,More than a year,More than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,Never,More than a year,More than a year,Never,More than a year,Less than a year,Never,Never,35-44,Male,Professional certificate,6.3401248684755345,10.512136789729775,15.967704848482885,13.215774342158436,10.749142698795737,14.101358842555687,14.218653520690163
1132,Less than a year,Less than a year,Never,Less than a year,Less than a year,More than a year,Less than a year,More than a year,Never,Never,Never,Never,More than a year,Never,Less than a year,Never,Less than a year,Never,More than a year,18-24,Male,Masters or Doctorate Degree,11.519332056055765,13.928306347417324,6.978855290387562,7.35307531549839,8.477496565022111,16.189816469208427,12.399149044675154
1133,More than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,Never,Less than a year,18-24,Male,School Dropout,14.357737645604448,11.94808685585825,9.573802452902905,6.1236996155134005,5.26316549088432,14.101358842555687,16.51503296076956
1134,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Female,Masters or Doctorate Degree,10.128623137324158,10.983435809562208,7.858778341651095,9.950091791846113,11.200625801013752,4.308016529682876,6.160226588104123
1135,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Female,University Degree,11.211242021343695,4.13020437211547,10.540454761850786,11.704268609497857,6.369517024789571,8.56948605880682,6.160226588104123
1136,Less than a year,More than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,Less than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,Never,Never,25-34,Male,college - no degree,11.830034029405088,6.237641000265736,12.046816958516988,0.886195430036139,8.477496565022111,16.189816469208427,16.51503296076956
1137,Less than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Less than a year,More than a year,Less than a year,Never,More than a year,18-24,Female,college - no degree,7.548858835105049,11.454429386089501,11.060927465452414,14.186603008925168,9.203113995081342,8.56948605880682,16.51503296076956
1138,Less than a year,More than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,Never,Never,Never,Never,Never,Less than a year,Never,More than a year,25-34,Female,University Degree,15.042956002190468,5.010889053828274,12.945361863092135,6.896021198720687,5.617083674906765,11.306852854668904,16.51503296076956
1139,Less than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,Never,More than a year,More than a year,Never,More than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Never,More than a year,35-44,Male,Professional certificate,11.519332056055765,6.237641000265736,11.060927465452414,9.55296216328557,11.68830606518953,11.306852854668904,10.791183462868197
1140,Less than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Less than a year,Never,Never,Never,Less than a year,Never,Never,18-24,Female,college - no degree,16.172441376076126,4.13020437211547,14.61980652704055,14.186603008925168,6.71546836933806,8.56948605880682,16.51503296076956
1141,More than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Never,More than a year,Never,More than a year,Less than a year,Never,Never,45-54,Male,University Degree,10.947258132256106,6.664345297547595,8.279956084812017,9.12907434562228,8.116448636977681,10.071451478417035,6.160226588104123
1142,Less than a year,Less than a year,More than a year,Never,Less than a year,Less than a year,More than a year,More than a year,Never,Less than a year,Never,Never,More than a year,Never,Never,Never,Less than a year,Never,Never,18-24,Male,college - no degree,15.042956002190468,7.537668795606503,8.279956084812017,6.50114306827235,3.7042051057049497,8.56948605880682,10.791183462868197
1143,Less than a year,Less than a year,Never,Less than a year,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Less than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,25-34,Male,Masters or Doctorate Degree,10.947258132256106,7.876894130296005,11.553030180356698,9.950091791846113,7.071609186112298,6.758404574067456,4.4879643818699515
1144,Less than a year,Less than a year,Less than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,Less than a year,Never,Never,Never,More than a year,Never,More than a year,Never,Never,Never,25-34,Male,University Degree,2.0996424908990274,8.656080001710482,6.978855290387562,5.729225600110843,12.711871745430614,8.56948605880682,10.791183462868197
1145,More than a year,More than a year,More than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,More than a year,Never,More than a year,Less than a year,More than a year,More than a year,More than a year,Less than a year,Never,More than a year,35-44,Male,Professional certificate,15.743638222753845,7.10503889820491,11.060927465452414,5.729225600110843,6.369517024789571,12.594702071708037,7.762342477019955
1146,Less than a year,Less than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,Never,More than a year,18-24,Male,college - no degree,10.68645012310245,10.512136789729775,11.060927465452414,8.249806602085233,8.116448636977681,11.306852854668904,20.0
1147,More than a year,Less than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,More than a year,More than a year,Never,More than a year,Never,More than a year,Less than a year,Never,Never,45-54,Female,School Dropout,8.56062888358916,11.94808685585825,9.573802452902905,11.265803784826057,12.711871745430614,6.758404574067456,7.762342477019955
1148,Less than a year,Less than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Never,More than a year,Less than a year,Never,More than a year,25-34,Male,college - no degree,13.947069657138533,8.656080001710482,12.491992603076007,13.215774342158436,11.200625801013752,10.071451478417035,12.399149044675154
1149,More than a year,More than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,Never,More than a year,Never,More than a year,Never,Never,Never,Less than a year,Never,More than a year,35-44,Female,University Degree,15.388117756878971,4.616561746891351,8.713796688224836,9.12907434562228,6.369517024789571,12.594702071708037,6.160226588104123
1150,More than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,55-64,Female,Masters or Doctorate Degree,11.211242021343695,7.876894130296005,8.279956084812017,6.50114306827235,9.203113995081342,11.306852854668904,20.0
1151,Less than a year,More than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,More than a year,More than a year,More than a year,Never,Less than a year,Never,Never,18-24,Male,School Dropout,11.830034029405088,7.537668795606503,10.02710694125534,9.55296216328557,4.452857093373669,11.306852854668904,16.51503296076956
1152,Less than a year,More than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,Less than a year,Never,Less than a year,More than a year,More than a year,Never,Never,Less than a year,Never,Never,18-24,Female,Masters or Doctorate Degree,11.519332056055765,10.512136789729775,11.553030180356698,12.196538465979286,8.477496565022111,10.071451478417035,14.218653520690163
1153,Less than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,Never,Never,Less than a year,Never,More than a year,More than a year,Never,Never,Less than a year,Less than a year,Never,Never,18-24,Male,Masters or Doctorate Degree,7.548858835105049,15.317493043528724,15.967704848482885,14.650440485399901,8.477496565022111,8.56948605880682,16.51503296076956
1154,More than a year,More than a year,Never,Less than a year,More than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,More than a year,Never,Never,Never,More than a year,Never,Never,18-24,Female,college - no degree,10.947258132256106,9.526959953328262,9.573802452902905,8.249806602085233,11.200625801013752,8.56948605880682,7.762342477019955
1155,Less than a year,Less than a year,Never,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,Less than a year,Never,More than a year,Less than a year,Never,Never,Never,Less than a year,Never,Never,18-24,Male,college - no degree,12.151539930753945,15.92211806605517,16.707980192825243,11.265803784826057,8.828614809084506,14.101358842555687,14.218653520690163
1156,More than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,Never,Never,Never,More than a year,More than a year,Never,More than a year,Less than a year,Never,More than a year,45-54,Male,Professional certificate,8.895758419420952,10.010140717730678,9.573802452902905,6.50114306827235,12.711871745430614,6.758404574067456,12.399149044675154
1157,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,More than a year,More than a year,Never,More than a year,More than a year,Never,Never,25-34,Female,University Degree,12.151539930753945,9.526959953328262,11.060927465452414,9.950091791846113,6.71546836933806,10.071451478417035,16.51503296076956
1158,Less than a year,Less than a year,Never,Never,Less than a year,Less than a year,Less than a year,Less than a year,Never,Less than a year,Never,Never,More than a year,More than a year,Never,More than a year,Less than a year,Never,Never,18-24,Male,School Dropout,12.733141494355394,6.664345297547595,5.9903749307752845,7.35307531549839,10.355938759251348,11.306852854668904,14.218653520690163
1159,Less than a year,More than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,Never,More than a year,More than a year,Never,More than a year,More than a year,More than a year,More than a year,More than a year,Never,Never,18-24,Male,college - no degree,10.40896132401544,9.526959953328262,15.967704848482885,10.379175374383724,10.749142698795737,11.306852854668904,20.0
1160,Less than a year,Never,Never,More than a year,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Female,Masters or Doctorate Degree,9.840894351534292,7.10503889820491,11.553030180356698,12.71784687503608,15.903139396598505,6.758404574067456,7.762342477019955
1161,Less than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,Less than a year,Less than a year,Never,More than a year,Never,Never,More than a year,More than a year,Never,More than a year,Less than a year,Never,Never,25-34,Male,School Dropout,9.249735467010176,10.983435809562208,10.540454761850786,10.379175374383724,11.200625801013752,10.071451478417035,10.791183462868197
1162,Less than a year,Never,Never,Less than a year,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Less than a year,Never,Less than a year,More than a year,More than a year,Never,Never,25-34,Male,college - no degree,12.733141494355394,6.664345297547595,12.046816958516988,8.249806602085233,13.273533928344628,12.594702071708037,9.313161059044399
1163,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,More than a year,More than a year,Never,Never,Less than a year,More than a year,Never,More than a year,35-44,Male,University Degree,9.249735467010176,8.242326500566598,13.462855070163904,12.196538465979286,4.857087600595781,16.189816469208427,20.0
1164,Less than a year,More than a year,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,Less than a year,Never,Never,More than a year,Less than a year,Never,Less than a year,More than a year,Never,Never,25-34,Male,University Degree,11.830034029405088,7.10503889820491,14.043500649335929,9.12907434562228,11.68830606518953,8.56948605880682,10.791183462868197
1165,Less than a year,More than a year,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Less than a year,Never,More than a year,More than a year,More than a year,Never,Never,18-24,Male,School Dropout,12.733141494355394,9.082662121670285,15.251330248043086,7.803461534020714,7.071609186112298,12.594702071708037,14.218653520690163
1166,Less than a year,Less than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,Never,Never,More than a year,Never,More than a year,More than a year,More than a year,More than a year,Never,Never,45-54,Male,Professional certificate,11.519332056055765,9.526959953328262,10.02710694125534,4.4406759112794285,7.071609186112298,11.306852854668904,12.399149044675154
1167,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,More than a year,More than a year,Never,More than a year,Never,More than a year,Less than a year,Never,Never,35-44,Female,University Degree,6.737792525996952,13.928306347417324,15.251330248043086,13.712374002701797,10.749142698795737,6.758404574067456,9.313161059044399
1168,More than a year,Never,Never,Less than a year,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Never,More than a year,Less than a year,More than a year,Less than a year,Never,More than a year,35-44,Male,college - no degree,10.68645012310245,8.242326500566598,10.540454761850786,7.803461534020714,10.355938759251348,6.758404574067456,12.399149044675154
1169,Less than a year,More than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Less than a year,More than a year,More than a year,Never,More than a year,More than a year,More than a year,Never,More than a year,18-24,Male,college - no degree,9.550998843920343,10.512136789729775,7.441033496665879,11.704268609497857,12.711871745430614,12.594702071708037,12.399149044675154
1170,Less than a year,Never,Never,More than a year,Less than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,Never,More than a year,More than a year,Never,Never,More than a year,Never,More than a year,18-24,Female,college - no degree,11.519332056055765,10.512136789729775,15.251330248043086,11.704268609497857,11.68830606518953,4.308016529682876,10.791183462868197
1171,Less than a year,Less than a year,Never,Less than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,Never,Never,18-24,Male,college - no degree,10.40896132401544,7.537668795606503,13.462855070163904,9.12907434562228,13.273533928344628,8.56948605880682,14.218653520690163
